ID,질문,대답
313,19학번 전공필수과목 알려줘,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2"
1412,창의적공학설계는 뭐 가르치지?,"전공필수
메카트로닉스공학 입문자에게 공학에 대한 이해와 전공이수에 필요한 기초이론을 가르쳐 전공에 대한 이해도를 높인다."
1937,계측공학에 대해 알려줘요,"전공선택
기계계측의 기초를 강의하는 것으로서 각종 센서 출력의 특성을 파악하고 측정하고자 하는 물리량의 올바른 계측방법과 계측 후의 데이터 처리 방법을 습득하고 LabVIEW를 사용하여 계측시스템을 구현하는 방법을 갖추도록 한다."
885,16학번 졸업요건이 어떻게 되나??,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점"
900,성적장학금 취득학점 내놔,"           취득학점        학과과목
1학년 : 16학점 이상    16학점 이상
2학년 : 16학점 이상    12학점 이상
3학년 : 16학점 이상    12학점 이상
4학년 : 9학점 이상       10학점 이상"
1687,신호및시스템에 대해 알려주면 감사하겠습니다,"전공선택
실생활이나 공학 분야의 신호와 시스템의 특성에 대해서 학습한다. 연속(Continuous-time) 및 이산(Discrete-time) 신호와 다양한 수학적 도구(푸리에 표현, 라플라스 변환, Z변환)를 이용하여 신호 및 시스템을 해석하고 분석하는 방법을 학습한다."
1896,비주얼프로그래밍에 대해 알려주시오,"전공필수
C++ 를 기반으로 다양한 MFC클래스를 활용하여 윈도우 기반의 비주얼 프로그램을 작성한다. 다양한 MFC 클래스, API 및 GDI 개념을 학습하고 이를 활용하여 파일 입출력, 그래픽, 네트워크 통신이 가능한 윈도우 응용 프로그램을 작성한다."
416,16학번 졸업요건이 궁금해,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점"
1714,신호및시스템은 뭘 배워?,"전공선택
실생활이나 공학 분야의 신호와 시스템의 특성에 대해서 학습한다. 연속(Continuous-time) 및 이산(Discrete-time) 신호와 다양한 수학적 도구(푸리에 표현, 라플라스 변환, Z변환)를 이용하여 신호 및 시스템을 해석하고 분석하는 방법을 학습한다."
775, 18학번 전공필수과목 뭔가요?,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2"
1395,창의적공학설계에 대해 알려주시오,"전공필수
메카트로닉스공학 입문자에게 공학에 대한 이해와 전공이수에 필요한 기초이론을 가르쳐 전공에 대한 이해도를 높인다."
1458,전기회로1에 대해 알려주시오,"전공필수
전기전자분야의 교과를 수강하기 위한 선수적 교과내용으로써 기본적인 전기지식을 배운다. 직류회로를 중심으로 기본적인 소자, 회로해석 및 전기에너지의 전달관계를 이해하고, 실험을 통하여 이론을 검증한다."
2103,스마트팩토리HMI에 대해 알려줘,"전공선택
인간과 인간 또는 인간과 로봇의 소통을 위해서는 시각 인식 기술이 필요하다. 본 과목에서는 로봇의 시각 요소인 광학의 기본 개념에 대해 이해하고, 카메라를 통하여 입력 영상에 대한 기본적인 처리 기술에 대해 익힌다. 또한 실제 산업현장에서 로봇이 외부 환경을 인식하고 상황을 판단하기 위한 센서에 대해 살펴보고자 한다."
691,허헌 교수님 연구실 어디오,공학관 B동 408호
764,17학번 전공필수과목 뭔가요?,"1학년:메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2, 공업역학, 스마트융합기초, 디지털회로, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획
4학년: 종합설계1, 종합설계2"
274,17학번 전공필수과목 알려줘,"1학년:메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2, 공업역학, 스마트융합기초, 디지털회로, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획
4학년: 종합설계1, 종합설계2"
264,메카 학과 사무실 운영시간 알려줘,"운영시간 09:30 ~ 22:00(학기중)
점심시간 12:00 ~ 13:00"
1840,마이크로컴퓨터구조는 뭘 배워?,"전공선택
마이크로프로세서의 중앙처리 장치, 레지스터, 산술연산장치 및 내부 주변회로 등의 하드웨어 구조를 이해하고, 기억장치 및 외부 주변 장치와의 인터페이스 방법 등에 대해 학습하여 마이크로컴퓨터시스템의 구축방법을 습득한다. 또한 마이크로컴퓨터 프로그래밍을 위한 C언어를 이해하고 C언어를 이용하여 마이크로컴퓨터 시스템을 동작시키는 방법을 실습과 더불어 습득한다."
266,메카 학과 사무실 운영시간 좀,"운영시간 09:30 ~ 22:00(학기중)
점심시간 12:00 ~ 13:00"
1365,무슨 메카 EH이 있어요?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
623,이양희 교수님 번호 알려주오,031)8041-0455
869,17학번 졸업요건을 알려주오,"학점기준
졸업학점: 140, 교양: 25, 계열기초: 30, 전공: 70, 현장실무:4
어학자격
토익 550점"
1067,기초교과 알려주오,"글쓰기, 영어1.2, 글로벌잉글리쉬, 가치와비전, 창의와실천"
1029,메카 과사 위치 좀 알 수 있을까요?,공학관 B동 307호
1659,디지털회로실험은 뭐 가르쳐?,"전공필수
'디지털회로'교과에서 학습한 디지털 조합/순차 논리회로에 대한 실험 및 실습을 통해 회로 동작의 원리와 특성을 이해한다."
1757,제어공학은 뭘 배우지?,"전공필수
동적 시스템의 특성, 모델링 및 이를 제어하는 기법에 대하여 학습한다."
1639,디지털회로는 뭐 가르치세요?,"전공필수
디지털의 수 체계 및 조합논리와 순서회로를 이해하여 디지털시스템의 동작원리의 이해 및 설계능력을 갖추도록 하고, 마이크로프로세서 및 컴퓨터시스템을 이해하기 위한 기본능력을 갖추도록 한다."
1033,B동 과사 번호 좀요,031-8041-0450
1770,시스템제어공학에 대해 알려주시오,"전공선택
근궤적해석, 주파수응답해석, 제어시스템 설계기법 및 PID 제어기 튜닝방법 등"
179,이익현 교수님 연락처 좀,031) 8041-0467
1918,종합설계기획에 대해 알려주면 감사하겠습니다,"전공필수
창의적 공학설계, 교양학적 사고, 기초전공지식, 전공 심화 등의 내용을 기반으로 메카트로닉스 전공 교과목의 개념을 종합적으로 이해하여 전공 관련 제품을 설계하기 위한 기획을 행한다."
533,강대진 교수님 번호 알려주오,031)8041-0453
1539,PLC제어에 대해 알려줘,"전공선택
자동화에 많이 활용되고 있는 PLC-공압 시스템 구축을 위해 공압제어기술의 개념, 공압발생장치, 작동요소, 제어요소(공압 밸브) 등의 공압시스템의 구성요소들의 종류, 작동원리, 시스템에서의 역할을 배우며, 전기 시퀀스 구성요소, 원리및 용도들을 익혀 전기-공압회로 설계법 등을 이론 및 실습을 통해 익힌다. 또한 자동화 시스템에서 제어기로 가장 많이 활용되고 있는 PLC의 구성과 원리, 선정법, PLC프로그래밍들을 이론과 실습으로 익힌다."
508,심재홍 교수님 연락처 내놔,031)8041-0458
1213,메카트로닉스 공학과 학생부회장 누구요?,안태준
1755,제어공학은 뭘 배울까요?,"전공필수
동적 시스템의 특성, 모델링 및 이를 제어하는 기법에 대하여 학습한다."
2080,제어용통신은 뭐 가르치세요?,"전공선택
제어 시스템간의 정보/데이터 통신을 위한 통신기법 및 네트워크 기법을 배우고, 이를 이용한 제어 시스템간의 통신능력을 배양"
1693,신호및시스템은 뭘 배워?,"전공선택
실생활이나 공학 분야의 신호와 시스템의 특성에 대해서 학습한다. 연속(Continuous-time) 및 이산(Discrete-time) 신호와 다양한 수학적 도구(푸리에 표현, 라플라스 변환, Z변환)를 이용하여 신호 및 시스템을 해석하고 분석하는 방법을 학습한다."
522,이석원 교수님 연락처 좀요,031)8041-0462
1246,메카 학생 회장 누구니?,임현종
672,주형길 교수님 연락처 좀요,031)8041-0459
949,핵교 알려줄래요?,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법"
916,핵심교양 과목 알려주오,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법"
896,16학번 졸업요건이 뭐노?,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점"
1368,무슨 메카 EH이 있어?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
1065,메카트로닉스 공학과 교양 기초교과 알려주오,"글쓰기, 영어1.2, 글로벌잉글리쉬, 가치와비전, 창의와실천"
304, 18학번 전필 과목 알려줘,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2"
1369,무슨 메카 EH이 있나?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
1948,계측공학은 뭐 배워?,"전공선택
기계계측의 기초를 강의하는 것으로서 각종 센서 출력의 특성을 파악하고 측정하고자 하는 물리량의 올바른 계측방법과 계측 후의 데이터 처리 방법을 습득하고 LabVIEW를 사용하여 계측시스템을 구현하는 방법을 갖추도록 한다."
908,성적우수장학생 취득학점 알려주오,"           취득학점        학과과목
1학년 : 16학점 이상    16학점 이상
2학년 : 16학점 이상    12학점 이상
3학년 : 16학점 이상    12학점 이상
4학년 : 9학점 이상       18학점 이상"
